nombre-diario,region,comuna,url,estado
LA TERCERA,RM Región Metropolitana,Santiago Ch.,www.latercera.com,✅
EL MERCURIO,RM Región Metropolitana,Santiago Ch.,www.emol.com
LAS ÚLTIMAS NOTICIAS,RM Región Metropolitana,Santiago Ch.,www.lun.com
LA CUARTA,RM Región Metropolitana,Santiago Ch.,www.lacuarta.com,✅
LA SEGUNDA,RM Región Metropolitana,Santiago Ch.,www.lasegunda.com
PUBLIMETRO,RM Región Metropolitana,Santiago Ch.,www.publimetro.cl,✅
LA HORA,RM Región Metropolitana,Santiago Ch.,www.lahora.cl,✅
HOYXHOY,RM Región Metropolitana,Santiago Ch.,www.hoyxhoy.cl
DIARIO FINANCIERO,RM Región Metropolitana,Santiago Ch.,www.df.cl,✅
PULSO,RM Región Metropolitana,Santiago Ch.,www.pulso.cl,✅
MEGANOTICIAS,RM Región Metropolitana,Santiago Ch.,www.meganoticias.cl,✅
EL MOSTRADOR,RM Región Metropolitana,Santiago Ch.,www.elmostrador.cl,✅
LA RAZÓN,RM Región Metropolitana,Santiago Ch.,www.larazon.cl,✅
LA NACIÓN,RM Región Metropolitana,Santiago Ch.,www.lanacion.cl,✅
CRÓNICA DIGITAL,RM Región Metropolitana,Santiago Ch.,www.cronicadigital.cl,✅
EL DESCONCIERTO,RM Región Metropolitana,Santiago Ch.,www.eldesconcierto.cl,✅
EL CIUDADANO,RM Región Metropolitana,Santiago Ch.,www.elciudadano.com,✅
EL DÍNAMO,RM Región Metropolitana,Santiago Ch.,www.eldinamo.com,✅
THE CLINIC,RM Región Metropolitana,Santiago Ch.,www.theclinic.cl,✅
EL PERIODISTA,RM Región Metropolitana,Santiago Ch.,www.elperiodista.cl,✅
SUR NOTICIAS,RM Región Metropolitana,Santiago Ch.,www.diariosurnoticias.com,✅
CENTRAL WEB,RM Región Metropolitana,Santiago Ch.,www.centralweb.cl,✅
CAMBIO 21,RM Región Metropolitana,Santiago Ch.,www.cambio21.cl,✅
TUS NOTICIAS,RM Región Metropolitana,Santiago Ch.,www.tusnoticias.cl,✅
LABRADOR,RM Región Metropolitana,Melipilla,www.diariolabrador.cl
LA ESTRELLA DE IQUIQUE,I Región de Tarapacá,Iquique,www.estrellaiquique.cl
EL LONGINO,I Región de Tarapacá,Iquique,www.diariolongino.cl
EL SOL DE IQUIQUE,I Región de Tarapacá,Iquique,www.elsoldeiquique.cl
EL REPORTERO,I Región de Tarapacá,Iquique,www.elreporterodeiquique.c...
TARAPACÁ ONLINE,I Región de Tarapacá,Iquique,www.tarapacaonline.cl
EL BOYALDÍA,I Región de Tarapacá,Iquique,www.elboyaldia.cl
LA KALLE,I Región de Tarapacá,Iquique,www.lakalle.cl
EL MERCURIO DE ANTOFAGASTA,II Región de Antofagasta,Antofagasta,www.mercurioantofagasta.cl
LA ESTRELLA DE ANTOFAGASTA,II Región de Antofagasta,Antofagasta,www.estrellaantofagasta.cl
EL DIARIO DE ANTOFAGASTA,II Región de Antofagasta,Antofagasta,www.diarioantofagasta.cl
EL NORTERO,II Región de Antofagasta,Antofagasta,www.elnortero.cl
ANTOFAGASTA NOTICIAS,II Región de Antofagasta,Antofagasta,www.antofagastanoticias.cl
EL MERCURIO DE CALAMA,II Región de Antofagasta,Calama,www.mercuriocalama.cl
LA ESTRELLA DEL LOA,II Región de Antofagasta,Calama,www.estrellaloa.cl
EN LA LÍNEA,II Región de Antofagasta,Calama,www.enlalinea.cl
EL AMÉRICA,II Región de Antofagasta,Calama,www.elamerica.cl
LA ESTRELLA DE TOCOPILLA,II Región de Antofagasta,Tocopilla,www.estrellatocopilla.cl
EL DIARIO DE ATACAMA,III Región de Atacama,Copiapó,www.diarioatacama.cl
ATACAMA NOTICIAS,III Región de Atacama,Copiapó,www.atacamanoticias.cl
ATACAMA EN LÍNEA,III Región de Atacama,Copiapó,www.atacamaenlinea.cl
EL QUEHAYDECIERTO,III Región de Atacama,Copiapó,www.elquehaydecierto.cl
TIERRAMARILLANO,III Región de Atacama,Copiapó,www.tierramarillano.cl
DIARIO CHAÑARCILLO,III Región de Atacama,Chañaral,www.chanarcillo.cl
EL DÍA,IV Región de Coquimbo,La Serena,www.diarioeldia.cl
LA SERENA ONLINE,IV Región de Coquimbo,La Serena,www.laserenaonline.cl
EL SERENENSE,IV Región de Coquimbo,La Serena,www.elserenense.cl
EL OBSERVATODO,IV Región de Coquimbo,La Serena,www.elobservatodo.cl
EL OVALLINO,IV Región de Coquimbo,Ovalle,www.elovallino.cl
LA PERLA DEL LIMARÍ,IV Región de Coquimbo,Ovalle,www.laperladellimari.cl
OVALLE HOY,IV Región de Coquimbo,Ovalle,www.ovallehoy.cl
LA REGIÓN,IV Región de Coquimbo,Coquimbo,www.diariolaregion.cl
EL REGIONAL,IV Región de Coquimbo,Coquimbo,www.elregional.cl
EL COQUIMBANO,IV Región de Coquimbo,Coquimbo,www.elcoquimbano.cl
EL MERCURIO DE VALPARAÍSO,V Región de Valparaíso,Valparaíso,www.mercuriovalpo.cl
LA ESTRELLA DE VALPARAÍSO,V Región de Valparaíso,Valparaíso,www.estrellavalpo.cl
LA QUINTA,V Región de Valparaíso,Valparaíso,www.diariolaquinta.cl
EL MATUTINO,V Región de Valparaíso,Valparaíso,www.elmartutino.cl
LA REGIÓN HOY,V Región de Valparaíso,Valparaíso,www.laregionhoy.cl
EPICENTRO CHILE,V Región de Valparaíso,Valparaíso,www.epicentrochile.com
EL OBSERVADOR,V Región de Valparaíso,Quillota,www.observador.cl
LA ESTRELLA DE QUILLOTA,V Región de Valparaíso,Quillota,www.soyquillota.cl
MÁS NOTICIA,V Región de Valparaíso,Quillota,www.masnoticia.cl
EL TRABAJO,V Región de Valparaíso,San Felipe,www.eltrabajo.cl
EL ACONCAGUA,V Región de Valparaíso,San Felipe,www.elaconcagua.cl
ACONCAGUA DIGITAL,V Región de Valparaíso,San Felipe,www.aconcaguadigital.cl
EL LÍDER,V Región de Valparaíso,San Antonio,www.lidersanantonio.cl
EL PROA,V Región de Valparaíso,San Antonio,www.elproa.cl
EL ANDINO,V Región de Valparaíso,Los Andes,www.elandino.cl
ANDES ON LINE,V Región de Valparaíso,Los Andes,www.losandesonline.cl
EL INFORMADOR,V Región de Valparaíso,Los Andes,www.elinformador.cl
EL RANCAGÜINO,VI Región del Libertador General Bernardo O'Higgins,Rancagua,www.elrancaguino.cl
EL TIPÓGRAFO,VI Región del Libertador General Bernardo O'Higgins,Rancagua,www.eltipografo.cl
EL LIBERTADOR,VI Región del Libertador General Bernardo O'Higgins,Rancagua,Sin sitio web conocido.
EL CAPO DE PROVINCIA,VI Región del Libertador General Bernardo O'Higgins,Rancagua,www.capodeprovincia.cl
EL CACHAPOAL,VI Región del Libertador General Bernardo O'Higgins,Rancagua,www.elcachapoal.cl
EL PULSO,VI Región del Libertador General Bernardo O'Higgins,Rancagua,www.diarioelpulso.cl
EL RANCAHUASO,VI Región del Libertador General Bernardo O'Higgins,Rancagua,www.elrancahuaso.cl
LA NOTICIA ONLINE,VI Región del Libertador General Bernardo O'Higgins,Rancagua,www.lanoticiaonline.cl
HORA DE NOTICIAS,VI Región del Libertador General Bernardo O'Higgins,Rancagua,www.horadenoticias.cl
EL CÓNDOR,VI Región del Libertador General Bernardo O'Higgins,Santa Cruz,www.diarioelcondor.cl
HDN,VI Región del Libertador General Bernardo O'Higgins,Santa Cruz,www.hdn.cl
DIARIO VI REGIÓN,VI Región del Libertador General Bernardo O'Higgins,San Fernando,www.diarioviregion.cl
LA TRIBUNA DE COLCHAGUA,VI Región del Libertador General Bernardo O'Higgins,San Fernando,www.latribunadecolchagua.c...
EL CENTRO,VII Región del Maule,Talca,www.diarioelcentro.cl
ATENTOS,VII Región del Maule,Talca,www.atentos.cl
MAULEE,VII Región del Maule,Talca,www.maulee.cl
EL DIARIO DE MAULE,VII Región del Maule,Talca,www.eldiariodemaule.com
EL AMAULE,VII Región del Maule,Talca,www.elamaule.cl
RED MAULE,VII Región del Maule,Talca,www.redmaule.com
EL HERALDO,VII Región del Maule,Linares,www.diarioelheraldo.cl
EL LECTOR,VII Región del Maule,Linares,www.lectoronline.cl
LINARES EN LÍNEA,VII Región del Maule,Linares,www.linaresenlinea.cl
MAULE AL DÍA!,VII Región del Maule,Linares,www.maulealdia.cl
LA PRENSA,VII Región del Maule,Curicó,www.diariolaprensa.cl
PRENSA CURICÓ,VII Región del Maule,Curicó,www.prensacurico.cl
CRÓNICA NOTICIAS,VII Región del Maule,Curicó,www.cronicanoticias.cl
LA VOZ DE LA PROVINCIA,VII Región del Maule,Cauquenes,Sin sitio web conocido.
CAUQUENESNET,VII Región del Maule,Cauquenes,www.cauquenesnet.cl
EL SOL,VII Región del Maule,Parral,Sin sitio web conocido.
PARRAL ACTUAL,VII Región del Maule,Parral,www.parralactual.com
EL MONITOR,VII Región del Maule,Parral,www.elmonitorparral.com
EL SUR,VIII Región del Biobío,Concepción,www.elsur.cl
LA ESTRELLA DE CONCEPCIÓN,VIII Región del Biobío,Concepción,www.estrellaconce.cl
DIARIO CONCEPCIÓN,VIII Región del Biobío,Concepción,www.diarioconcepcion.cl
RESUMEN,VIII Región del Biobío,Concepción,www.resumen.cl
TRIBUNA DEL BIOBÍO,VIII Región del Biobío,Concepción,www.tribunadelbiobio.cl
SABES,VIII Región del Biobío,Concepción,www.sabes.cl
EL CONCECUENTE,VIII Región del Biobío,Concepción,www.elconcecuente.cl
PÁGINA 7,VIII Región del Biobío,Concepción,www.pagina7.cl
LA DISCUSIÓN,VIII Región del Biobío,Chillán,www.ladiscusion.cl
CRÓNICA CHILLÁN,VIII Región del Biobío,Chillán,www.cronicachillan.cl
CHILLÁN ONLINE,VIII Región del Biobío,Chillán,www.chillanonline.cl
LA TRIBUNA,VIII Región del Biobío,Los Ángeles,www.diariolatribuna.cl
EL CONTRASTE,VIII Región del Biobío,Los Ángeles,www.elcontraste.cl
ANGELINO,VIII Región del Biobío,Los Ángeles,www.angelino.cl
EL SANCARLINO,VIII Región del Biobío,San Carlos,www.elsancarlino.cl
SAN CARLOS ON LINE,VIII Región del Biobío,San Carlos,www.sancarlosonline.cl
SAN CARLOS AL DÍA,VIII Región del Biobío,San Carlos,www.sancarlosaldia.cl
EL AUSTRAL,IX Región de la Araucanía,Temuco,www.australtemuco.cl
CLAVE 9,IX Región de la Araucanía,Temuco,www.clave9.cl
ARAUCANÍA DIARIO,IX Región de la Araucanía,Temuco,www.araucaniadiario.cl
TIEMPO 21 ARAUCANÍA,IX Región de la Araucanía,Temuco,www.tiempo21araucania.cl
ARAUCANÍA NOTICIAS,IX Región de la Araucanía,Temuco,www.araucanianoticias.cl
LA OPIÑÓN,IX Región de la Araucanía,Temuco,www.laopinon.cl
TEMUCO DIARIO,IX Región de la Araucanía,Temuco,www.temucodiario.cl
PRIMERA NOTA,IX Región de la Araucanía,Temuco,www.primeranota.cl
LIBERTAD DIGITAL,IX Región de la Araucanía,Temuco,www.libertaddigital.cl
PRENSA CIUDADANA,IX Región de la Araucanía,Temuco,www.prensaciudadana.cl
CANAL DE NOTICIAS,IX Región de la Araucanía,Angol,www.canaldenoticias.cl
ANGOLINOS,IX Región de la Araucanía,Angol,www.angolinos.cl
MALLECO 7,IX Región de la Araucanía,Angol,www.malleco7.cl
LAS NOTICIAS,IX Región de la Araucanía,Victoria,www.lasnoticiasdemalleco.c...
SOMOS9,IX Región de la Araucanía,Victoria,www.somos9.cl
EL CORREO DEL LAGO,IX Región de la Araucanía,Villarrica,www.correodellago.cl
NOTICIAS DEL LAGO,IX Región de la Araucanía,Villarrica,www.noticiasdellago.cl
EL LLANQUIHUE,X Región de Los Lagos,Puerto Montt,www.ellanquihue.cl
DIARIO DE PUERTO MONTT,X Región de Los Lagos,Puerto Montt,www.diariodepuertomontt.cl
EL REPUERTERO,X Región de Los Lagos,Puerto Montt,www.elrepuertero.cl
PUERTO MONTT ONLINE,X Región de Los Lagos,Puerto Montt,www.puertomonttonline.cl
DATOS SUR,X Región de Los Lagos,Puerto Montt,www.datossur.cl
DIARIO LOS LAGOS,X Región de Los Lagos,Puerto Montt,www.diarioloslagos.cl
DIARIO CHILOÉ,X Región de Los Lagos,Puerto Montt,www.diariochiloe.cl/
EL AUSTRAL DE OSORNO,X Región de Los Lagos,Osorno,www.australosorno.cl
DIARIO DE OSORNO,X Región de Los Lagos,Osorno,www.diariodeosorno.cl
EL VACANUDO,X Región de Los Lagos,Osorno,www.elvacanudo.cl
CENTRAL NOTICIAS,X Región de Los Lagos,Osorno,www.centralnoticia.cl
PAÍS LOBO,X Región de Los Lagos,Osorno,www.paislobo.cl
LA ESTRELLA DE CHILOÉ,X Región de Los Lagos,Castro,www.laestrellachiloe.cl
EL INSULAR,X Región de Los Lagos,Castro,www.elinsular.cl
NOTICIAS CHILOÉ,X Región de Los Lagos,Castro,www.noticiaschiloe.cl
EL HERALDO AUSTRAL,X Región de Los Lagos,Puerto Varas,www.eha.cl
DIARIO PUERTO VARAS,X Región de Los Lagos,Puerto Varas,www.diariopuertovaras.cl
EL CALBUCANO,X Región de Los Lagos,Calbuco,www.elcalbucano.cl
EL HUEMUL,X Región de Los Lagos,Chaitén,www.elhuemul.cl
LA OPINIÓN DE CHILOÉ,X Región de Los Lagos,Ancud,www.laopiniondechiloe.cl
EL DIVISADERO,XI Región de Aysén,Coyhaique,www.eldivisadero.cl
DIARIO REGIONAL AYSÉN,XI Región de Aysén,Coyhaique,www.diarioregionalaysen.cl
EL CHELENKO,XI Región de Aysén,Coyhaique,www.elchelenko.cl
EL PATAGÓN DOMINGO,XI Región de Aysén,Coyhaique,www.elpatagondomingo.cl
DIARIO AYSÉN OPINA,XI Región de Aysén,Coyhaique,www.diarioaysenopina.cl
VIENTO PATAGÓN,XI Región de Aysén,Puerto Aysén,www.vientopatagon.cl
LA PRENSA AUSTRAL,XII Región de Magallanes,Punta Arenas,www.laprensaaustral.cl
EL PINGÜINO,XII Región de Magallanes,Punta Arenas,www.elpinguino.com
EL MAGALLANEWS,XII Región de Magallanes,Punta Arenas,www.elmagallanews.cl
OVEJERO NOTICIAS,XII Región de Magallanes,Punta Arenas,www.ovejeronoticias.cl
EL MAGALLÁNICO,XII Región de Magallanes,Punta Arenas,www.elmagallanico.com
NATALES ONLINE,XII Región de Magallanes,Puerto Natales,www.natalesonline.cl
OPINIÓN SUR,XII Región de Magallanes,Puerto Natales,www.opinionsur.cl
DIARIO AUSTRAL,XIV Región de los Ríos,Valdivia,www.australvaldivia.cl
SUR ACTUAL,XIV Región de los Ríos,Valdivia,www.suractual.cl
DIARIO LAGUINO,XIV Región de los Ríos,Valdivia,www.diariolaguino.cl
DIARIO DE VALDIVIA,XIV Región de los Ríos,Valdivia,www.diariodevaldivia.cl
LOS RÍOS AL DÍA,XIV Región de los Ríos,Valdivia,www.losriosaldia.cl
RÍO EN LÍNEA,XIV Región de los Ríos,Valdivia,www.rioenlinea.cl
EL NAVEGHABLE,XIV Región de los Ríos,Valdivia,www.elnaveghable.cl
LOS RÍOS,XIV Región de los Ríos,Valdivia,www.periodicolosrios.cl
LA VOZ DE VALDIVIA,XIV Región de los Ríos,Valdivia,www.lavozdevaldivia.cl
NOTICIAS LOS RÍOS,XIV Región de los Ríos,La Unión,www.noticiaslosrios.cl
EL RANCO,XIV Región de los Ríos,La Unión,www.diarioelranco.cl
LA UNIÓN,XIV Región de los Ríos,La Unión,www.diariolaunion.cl
LA VOZ DE PAILLACO,XIV Región de los Ríos,Paillaco,www.lavozdepaillaco.cl
DIARIO PAILLACO,XIV Región de los Ríos,Paillaco,www.diariopaillaco.cl
EL PAILA,XIV Región de los Ríos,Paillaco,www.lapaila.cl
DIARIO RÍO BUENO,XIV Región de los Ríos,Río Bueno,www.diarioriobueno.cl
DIARIO FUTRONO,XIV Región de los Ríos,Futrono,www.diariofutrono.cl
DIARIO LAGO RANCO,XIV Región de los Ríos,Lago Ranco,www.diariolagoranco.cl
DIARIO LANCO,XIV Región de los Ríos,Lanco,www.diariolanco.cl
DIARIO MÁFIL,XIV Región de los Ríos,Máfil,www.diariomafil.cl
EL DIARIO PANGUIPULLI,XIV Región de los Ríos,Panguipulli,www.eldiariopanguipulli.cl
CENTRAL NOTICIAS,XIV Región de los Ríos,Panguipulli,centralnoticias.cl
DIARIO SAN JOSÉ,XIV Región de los Ríos,San José de la Mariquina,www.diariosanjose.cl
LA ESTRELLA DE ARICA,XV Región de Arica y Parinacota,Arica,www.estrellaarica.cl
EL CONCORDIA,XV Región de Arica y Parinacota,Arica,www.elconcordia.cl
ARICA HOY,XV Región de Arica y Parinacota,Arica,www.aricahoy.cl
EL MORROCOTUDO,XV Región de Arica y Parinacota,Arica,www.elmorrocotudo.cl
ARICA AL DÍA,XV Región de Arica y Parinacota,Arica,www.aricaldia.cl
ARICA MÍA,XV Región de Arica y Parinacota,Arica,www.aricamia.cl
CHASQUIS,XV Región de Arica y Parinacota,Arica,www.chasquis.cl
CHINCHORRO,XV Región de Arica y Parinacota,Arica,www.periodicochinchorro.cl
DIARIO INFORMATIVO,XV Región de Arica y Parinacota,Arica,www.diarioinformativo.cl